log_id,revision,severity,event_type,source_node,producer_instance_id,product_id,payload_json,payload_digest,occurred_at_ns,committed_at
bd90bca7-4e28-49cf-bc9d-45ebc3215e78,1,20,SYSTEM_STATE_CHANGED,master,b2ac2170-7aa4-454c-92ca-ed16e4ea0728,"","{""event_type"":""SYSTEM_STATE_CHANGED"",""payload"":{""current"":""INITIALIZING"",""event"":""APP_STARTED"",""previous"":""BOOT"",""reason"":""developer initialize"",""recovery_policy"":""NONE"",""rule_id"":""SYS-01""},""producer_instance_id"":""b2ac2170-7aa4-454c-92ca-ed16e4ea0728"",""product_id"":"""",""schema_version"":2,""session_id"":""e343e412-bb23-4de5-9297-888d90d6f589"",""severity"":20,""source_node"":""master""}",30a47c5768079398d6c05ac7348e3550d4713b423e1368c582f0fcefc76d02b0,1787086016463938898,"2026-08-18 20:46:56"
378b0841-223d-4ece-99fc-2e9175d0a560,1,20,SYSTEM_STATE_CHANGED,master,b2ac2170-7aa4-454c-92ca-ed16e4ea0728,"","{""event_type"":""SYSTEM_STATE_CHANGED"",""payload"":{""current"":""READY"",""event"":""INIT_DONE"",""previous"":""INITIALIZING"",""reason"":""all workers ready"",""recovery_policy"":""NONE"",""rule_id"":""SYS-02""},""producer_instance_id"":""b2ac2170-7aa4-454c-92ca-ed16e4ea0728"",""product_id"":"""",""schema_version"":2,""session_id"":""e343e412-bb23-4de5-9297-888d90d6f589"",""severity"":20,""source_node"":""master""}",f21ef811fd94ffbbede1b87f82ae676eb78d1e85a921bd72e46376341247f8ee,1787086016853790873,"2026-08-18 20:46:56"
